academic_year,address,building_description,building_name,building_university_affiliated,building_url,city,contract__availability,contract__currency,contract__date_end,contract__date_start,contract__utilities_included,country,latitude,longitude,offers,operator,rent_pm,rent_pw,rent_total,room_amenities,room_name,room_type,tenancy_months,tenancy_type,tenancy_weeks
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,788.67,182.0,7826.0,n/a,Classic 2 Bed Apartment - Great View,non-ensuite,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,819.0,189.0,8127.0,n/a,Classic Smaller Studio,studio,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,05/07/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,827.67,191.0,6876.0,n/a,Classic 2 Bed Apartment,non-ensuite,8.3,shorter tenancy,36
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,862.33,199.0,8557.0,n/a,Classic Smaller Studio - Great View,studio,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,866.67,200.0,8600.0,n/a,Classic Studio,studio,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,871.0,201.0,8643.0,n/a,Classic Studio - Great View,studio,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,918.67,212.0,9116.0,n/a,Classic Bigger Studio,studio,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,966.33,223.0,9589.0,n/a,Classic Bigger Studio - Great View,studio,9.9,shorter tenancy,43
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,05/07/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,966.33,223.0,8028.0,n/a,Classic Bigger Studio - Great View,studio,8.3,shorter tenancy,36
2023/2024,"Europa House, Havant Street, Portsmouth PO1 3ER","Towering above Portsmouth Harbour, Europa House is just a 15 minute walk to the University of Portsmouth and youre just 4 minutes walk away from the infamous Gunwharf Quays where youll find everything you need,  todays fashion, amazing restaurants for dinners and numerous cafes to grab a morning coffee. And with Portsmouth Harbour train station right nearby the south coast is always on your doorstep.Private and shared studio spaces combine prime location with a premium feel. Then theres the shared facilities. A gym for working out. A lounge for winding down. An on-site cinema, a games room. Its student living at its finest. And theres reading rooms and study spaces, for when you need to be a bit more studious.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Europa House,n/a,https://www.hellostudent.co.uk/student-accommodation/portsmouth/europa-house/,Portsmouth,sold out,GBP,05/07/24,28/10/23,n/a,United Kingdom,50.7987394,-1.107999,n/a,Hello Student,970.67,224.0,8064.0,n/a,Classic Studio,studio,8.3,shorter tenancy,36
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,996.67,230.0,9890.0,n/a,Classic Bigger 2 Bed Apartment - Churchyard View,non-ensuite,9.9,shorter tenancy,43
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,1057.33,244.0,10492.0,n/a,Classic Smaller Studio,studio,9.9,shorter tenancy,43
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,1074.67,248.0,10664.0,n/a,Classic Smaller Studio - Churchyard View,studio,9.9,shorter tenancy,43
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,1105.0,255.0,10965.0,n/a,Classic Studio,studio,9.9,shorter tenancy,43
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,1135.33,262.0,11266.0,n/a,Classic Studio - Churchyard View,studio,9.9,shorter tenancy,43
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,1308.67,302.0,12986.0,n/a,Classic Bigger Accessible Studio - Churchyard View,studio,9.9,shorter tenancy,43
2023/2024,"151 George Street, Glasgow G1 1AB","Our Landlord Registration number is: 1046787/260/23051George Street Apartments is set in the heart of the city, just roll out of bed and youre on campus . Were slap bang on the doorstep of University of Strathclyde, a 5 minute walk to Glasgow Caledonian, Glasgow School of Art, City of Glasgow Collegeand a short subway journey to the University of Glasgow. Just a one minute walk will get you to Glasgows famous George Square  in the thick of the city  shops, bars, restaurants and cafes. Music, art and history. Its all close by.George Street Apartments has it all, the 89 individual stylish studios combine modern and cosy. The perfect retreat. All with ensuite bathrooms and your own private kitchen. Shared spaces where residents come together. An on-site gym for working out, cinema to catch a film, and TV room for that boxset binge.And, because we like to keep things simple, all utilities are rolled into the price of the rent which includes WiFi and free contents insurance . And if thats not enough, there are no booking fees to pay!",George Street Apartments,n/a,https://www.hellostudent.co.uk/student-accommodation/glasgow-city/george-street-apartments/,Glasgow,sold out,GBP,23/08/24,28/10/23,n/a,United Kingdom,55.8590022,-4.2608794,n/a,Hello Student,1308.67,302.0,12986.0,n/a,Classic Bigger Studio - Churchyard View,studio,9.9,shorter tenancy,43
2023/2024,"91 Buccleuch Street, Edinburgh EH8 9NS","Our Landlord Registration Number is: 1053192/230/05061Youll find Buccleuch Street in one of the citys most enviable places. Its near basically all the citys higher education institutes. Its near the Old Town, and the citys famed nightlife.Whether you live to eat, to shop, to entertain  or to be entertained  therell be something here for you. Theres a tremendous range of restaurants and cafes, retail outlets, comedy clubs, theatres, and art galleries  all pretty much on your doorstep.University of Edinburgh central campus is a 5 minute walk and Kings building is only a short bus ride awayThe grand, historic past of Edinburgh meets the buzz of contemporary life  in apartments that are beautifully designed, and constructed to perform.And after a day buried in the books, just head to the on-site gym, cinema or games room to unwind a little.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Buccleuch Street,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/buccleuch-street/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9422538,-3.1861289,n/a,Hello Student,1196.0,276.0,11592.0,n/a,Classic 3-4 Bed Apartment,non-ensuite,9.7,shorter tenancy,42
2023/2024,"91 Buccleuch Street, Edinburgh EH8 9NS","Our Landlord Registration Number is: 1053192/230/05061Youll find Buccleuch Street in one of the citys most enviable places. Its near basically all the citys higher education institutes. Its near the Old Town, and the citys famed nightlife.Whether you live to eat, to shop, to entertain  or to be entertained  therell be something here for you. Theres a tremendous range of restaurants and cafes, retail outlets, comedy clubs, theatres, and art galleries  all pretty much on your doorstep.University of Edinburgh central campus is a 5 minute walk and Kings building is only a short bus ride awayThe grand, historic past of Edinburgh meets the buzz of contemporary life  in apartments that are beautifully designed, and constructed to perform.And after a day buried in the books, just head to the on-site gym, cinema or games room to unwind a little.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Buccleuch Street,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/buccleuch-street/,Edinburgh,available,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9422538,-3.1861289,n/a,Hello Student,1620.67,374.0,15708.0,n/a,Classic Studio,studio,9.7,shorter tenancy,42
2023/2024,"91 Buccleuch Street, Edinburgh EH8 9NS","Our Landlord Registration Number is: 1053192/230/05061Youll find Buccleuch Street in one of the citys most enviable places. Its near basically all the citys higher education institutes. Its near the Old Town, and the citys famed nightlife.Whether you live to eat, to shop, to entertain  or to be entertained  therell be something here for you. Theres a tremendous range of restaurants and cafes, retail outlets, comedy clubs, theatres, and art galleries  all pretty much on your doorstep.University of Edinburgh central campus is a 5 minute walk and Kings building is only a short bus ride awayThe grand, historic past of Edinburgh meets the buzz of contemporary life  in apartments that are beautifully designed, and constructed to perform.And after a day buried in the books, just head to the on-site gym, cinema or games room to unwind a little.Whats more each room comes with free wifi and free contents insurance. Plus all the utilities are rolled into the rent and theres no booking fee to pay  so theres no need to worry about budgeting. Its all taken care of.",Buccleuch Street,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/buccleuch-street/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9422538,-3.1861289,n/a,Hello Student,1646.67,380.0,15960.0,n/a,Classic Studio - Park View,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1456.0,336.0,14112.0,n/a,Premium Studio - Limited View,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1482.0,342.0,14364.0,n/a,Premium Smaller Studio,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1521.0,351.0,14742.0,n/a,Premium Smaller Studio - Castle View,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1538.33,355.0,14910.0,n/a,Premium Bigger Studio - Limited View,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,available,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1560.0,360.0,15120.0,n/a,Premium Studio,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1603.33,370.0,15540.0,n/a,Premium Bigger Studio,studio,9.7,shorter tenancy,42
2023/2024,"27 King's Stables Road, Edinburgh, EH1 2JY","Our Landlord Registration Number is : 1053197/230/05061Perfect for students studying at the University of Edinburgh and within walking distance of the popular Grassmarket area of the city. Kings Stables is ideally located opposite the iconic Edinburgh Castle, more than half the rooms will benefit from views of this world heritage site.All studios come fully equipped with the latest kitchen tech, spacious ensuite bathrooms, and luxurious beds.For fitness buffs theres an onsite gym. For film buffs, a cinema. For readers, a reading room. And for everyone (..we hope) a laundry room.We dont ask for any deposits or fees and all utilities are included in your rent  water, electricity, heating, WIFI and free contents insurance. Budgeting made simple!",Kings Stables Road,n/a,https://www.hellostudent.co.uk/student-accommodation/edinburgh/kings-stables/,Edinburgh,sold out,GBP,16/08/24,28/10/23,n/a,United Kingdom,55.9472038,-3.20031,n/a,Hello Student,1659.67,383.0,16086.0,n/a,"Premium Smaller Studio - Castle View, Own Terrace",studio,9.7,shorter tenancy,42
